"","Word","n"
"2476","Popeye",1
"2477","popular",4
"2478","population",1
"2479","porcelain",2
"2480","porcupine",1
"2481","porpoise",1
"2482","portion",3
"2483","position",2
"2484","positive",6
"2485","possess",2
"2486","possessed",2
"2487","possession",3
"2488","possibility",3
"2489","possible",3
"2490","possum",1
"2491","postage",1
"2492","poster",2
"2493","postman",1
"2494","postpone",1
"2495","postulate",1
"2496","posture",1
"2497","potato",16
"2498","potatoes",1
"2499","potential",2
"2500","pottery",3
"2501","pounce",1
"2502","pounds",2
"2503","poverty",2
"2504","powder",2
"2505","powerful",4
"2506","practice",1
"2507","Praise",7
"2508","Prancer",1
"2509","prankster",1
"2510","prayer",3
"2511","preach",2
"2512","preacher",4
"2513","precaution",1
"2514","precious",1
"2515","precise",4
"2516","predator",1
"2517","prefer",1
"2518","pregnant",2
"2519","prehistoric",1
"2520","prejudice",3
"2521","premises",1
"2522","prepare",1
"2523","prepared",1
"2524","prescription",1
"2525","presence",4
"2526","present",17
"2527","presentation",1
"2528","presents",1
"2529","President",21
"2530","pressure",9
"2531","presume",1
"2532","pretend",2
"2533","pretzels",1
"2534","prevent",1
"2535","preview",2
"2536","priceless",1
"2537","prices",1
"2538","prickly",2
"2539","priest",21
"2540","Primavera",1
"2541","Prince",2
"2542","princess",5
"2543","principal",1
"2544","printer",3
"2545","printing",1
"2546","priority",1
"2547","prison",14
"2548","prisoner",6
"2549","privacy",1
"2550","private",11
"2551","privileges",1
"2552","probability",2
"2553","probably",2
"2554","procedure",1
"2555","process",3
"2556","procession",1
"2557","processor",1
"2558","procrastinate",2
"2559","produce",4
"2560","produced",1
"2561","producer",3
"2562","product",5
"2563","productive",1
"2564","products",2
"2565","profanity",1
"2566","professional",4
"2567","Professor",5
"2568","program",1
"2569","progressive",1
"2570","prohibit",2
"2571","projects",1
"2572","promise",7
"2573","promotion",1
"2574","pronoun",1
"2575","propeller",1
"2576","proper",3
"2577","property",9
"2578","proprietor",1
"2579","prosecute",1
"2580","prosper",2
"2581","prostitute",1
"2582","protect",4
"2583","protected",1
"2584","protection",10
"2585","protector",2
"2586","protein",1
"2587","protest",1
"2588","Protestant",2
"2589","proton",3
"2590","protractor",1
"2591","psychiatrist",1
"2592","psychic",1
"2593","psycho",1
"2594","psychological",1
"2595","psychologist",1
"2596","psychology",13
"2597","psychotherapy",1
"2598","psychotic",2
"2599","puberty",2
"2600","public",1
"2601","publisher",1
"2602","pudding",6
"2603","puddle",1
"2604","pulley",1
"2605","pumpkin",4
"2606","punctuation",3
"2607","punish",6
"2608","punishment",9
"2609","pupils",1
"2610","purchase",4
"2611","purchaser",1
"2612","purple",10
"2613","purpose",5
"2614","pursue",1
"2615","puzzle",7
"2616","pyramid",4
"2617","Pythagorean",1
"2618","Quaker",1
"2619","quality",2
"2620","quantity",3
"2621","quarrel",1
"2622","quarter",7
"2623","queasy",1
"2624","quench",2
"2625","questionable",1
"2626","questionnaire",1
"2627","questions",1
"2628","quickly",1
"2629","quotient",1
"2630","rabbit",11
"2631","raccoon",1
"2632","racism",3
"2633","racket",1
"2634","racquet",1
"2635","racquetball",2
"2636","radiation",2
"2637","radical",2
"2638","radish",1
"2639","radius",1
"2640","raging",1
"2641","Ragtime",1
"2642","railroad",4
"2643","rainbow",2
"2644","raiser",1
"2645","raisin",3
"2646","raisins",2
"2647","ransom",2
"2648","raspberry",4
"2649","rather",2
"2650","rattan",1
"2651","rattle",2
"2652","reaction",8
"2653","reader",3
"2654","readers",1
"2655","reading",2
"2656","Reagan",2
"2657","reality",3
"2658","reappear",1
"2659","reason",15
"2660","reasons",1
"2661","rebellious",1
"2662","reborn",1
"2663","rebuild",2
"2664","recall",1
"2665","receive",10
"2666","receiving",1
"2667","recent",2
"2668","reception",1
"2669","recessive",1
"2670","recipe",1
"2671","reckless",1
"2672","recognition",1
"2673","recommend",1
"2674","reconsider",1
"2675","record",5
"2676","recorder",2
"2677","recreation",1
"2678","rectangle",1
"2679","recycle",2
"2680","reduce",1
"2681","redundant",1
"2682","Reebok",1
"2683","referee",2
"2684","refinish",1
"2685","reflect",1
"2686","reflection",1
"2687","refreshing",1
"2688","refried",1
"2689","refrigerator",4
"2690","refuge",1
"2691","refuse",5
"2692","refute",1
"2693","regard",1
"2694","region",1
"2695","register",4
"2696","regret",2
"2697","regular",7
"2698","regulation",1
"2699","regulations",2
"2700","regurgitate",1
"2701","reindeer",3
"2702","reject",6
"2703","relation",1
"2704","relationship",8
"2705","relative",13
"2706","relativity",1
"2707","relaxed",2
"2708","release",7
"2709","reliable",3
"2710","relief",3
"2711","relieve",1
"2712","religious",8
"2713","reload",1
"2714","remain",1
"2715","remark",2
"2716","remedy",2
"2717","remember",9
"2718","remorse",1
"2719","remote",4
"2720","remove",10
"2721","remover",2
"2722","Renaissance",1
"2723","reorganize",1
"2724","repair",3
"2725","repeat",5
"2726","repellant",1
"2727","repetitive",2
"2728","replace",2
"2729","replay",1
"2730","replicate",1
"2731","report",5
"2732","reporter",2
"2733","representative",2
"2734","reprimand",2
"2735","reproduce",3
"2736","reptile",4
"2737","Republic",1
"2738","Republican",4
"2739","request",1
"2740","require",1
"2741","requirement",1
"2742","rescue",1
"2743","research",6
"2744","reservation",1
"2745","residence",1
"2746","resolution",1
"2747","resort",1
"2748","respect",5
"2749","respiration",1
"2750","respond",1
"2751","response",5
"2752","responsibility",3
"2753","responsible",2
"2754","restaurant",13
"2755","resting",1
"2756","restless",1
"2757","restraint",1
"2758","restriction",1
"2759","restroom",1
"2760","result",3
"2761","resume",1
"2762","resuscitate",1
"2763","retail",1
"2764","retain",1
"2765","retarded",1
"2766","retina",1
"2767","Retractor",1
"2768","retreat",1
"2769","return",5
"2770","reveal",1
"2771","reverent",1
"2772","reverse",2
"2773","review",3
"2774","revise",1
"2775","reward",5
"2776","rhythm",2
"2777","ribbon",3
"2778","riddle",1
"2779","ridicule",1
"2780","ridiculous",2
"2781","righteousness",1
"2782","rights",3
"2783","ripped",2
"2784","ritual",2
"2785","rivalry",1
"2786","Roadrunner",1
"2787","robber",11
"2788","robbery",3
"2789","robust",1
"2790","rocket",4
"2791","rodent",6
"2792","Rogers",2
"2793","roller",1
"2794","romance",6
"2795","romantic",2
"2796","rookie",1
"2797","roommate",2
"2798","rooster",2
"2799","rotate",1
"2800","rotten",4
"2801","routine",4
"2802","rowing",1
"2803","royalty",2
"2804","rubber",8
"2805","ruffle",1
"2806","rumbles",1
"2807","runaway",1
"2808","runner",3
"2809","runway",1
"2810","rushed",1
"2811","Russia",3
"2812","sacred",2
"2813","saddle",1
"2814","sadness",1
"2815","safety",6
"2816","sailor",3
"2817","salami",1
"2818","salary",2
"2819","salesman",1
"2820","salesperson",1
"2821","saliva",1
"2822","salmon",3
"2823","saltine",2
"2824","salute",2
"2825","sample",2
"2826","sandals",2
"2827","Sanders",1
"2828","sandpaper",1
"2829","Sandra",1
"2830","sandwich",17
"2831","sarcastic",1
"2832","satanic",1
"2833","satisfaction",1
"2834","satisfied",1
"2835","Saturday",4
"2836","Saturn",3
"2837","saucer",2
"2838","saucers",1
"2839","sausage",2
"2840","savant",1
"2841","savings",1
"2842","savior",4
"2843","saxophone",5
"2844","saying",4
"2845","scales",2
"2846","scalpel",1
"2847","scapegoat",1
"2848","scarcity",1
"2849","scarecrow",1
"2850","scatter",2
"2851","scenery",2
"2852","schedule",10
"2853","scheme",3
"2854","scholar",1
"2855","scholarship",1
"2856","scientific",1
"2857","scientist",7
"2858","scissors",4
"2859","Scorpio",2
"2860","Scotch",4
"2861","Scottish",1
"2862","Scrabble",1
"2863","scramble",2
"2864","scrape",2
"2865","scratch",9
"2866","scream",6
"2867","screen",3
"2868","screwdriver",3
"2869","script",1
"2870","scroll",1
"2871","Scrooge",1
"2872","scrumptious",1
"2873","sculpture",3
"2874","scurry",1
"2875","seafood",6
"2876","seagull",1
"2877","search",6
"2878","season",2
"2879","seasoning",5
"2880","seatbelt",4
"2881","secluded",2
"2882","second",8
"2883","seconds",1
"2884","secret",20
"2885","secretary",8
"2886","secretive",1
"2887","secrets",1
"2888","section",3
"2889","secure",8
"2890","security",6
"2891","segregate",1
"2892","seldom",1
"2893","select",2
"2894","selection",2
"2895","selfish",5
"2896","seller",2
"2897","semester",1
"2898","semesters",1
"2899","semicolon",1
"2900","Senate",3
"2901","Senator",3
"2902","senior",4
"2903","sensitive",2
"2904","sentence",9
"2905","sentences",1
"2906","sentimental",1
"2907","separate",11
"2908","separated",1
"2909","September",1
"2910","serene",3
"2911","Sergeant",5
"2912","serious",3
"2913","sermon",1
"2914","servant",5
"2915","server",2
"2916","service",6
"2917","services",1
"2918","session",1
"2919","setter",1
"2920","setting",1
"2921","seventies",1
"2922","sewing",1
"2923","sexual",1
"2924","shades",1
"2925","shadow",1
"2926","Shakespeare",1
"2927","shallow",2
"2928","shampoo",7
"2929","shapely",1
"2930","sharing",1
"2931","sharpener",1
"2932","shatter",1
"2933","sheath",1
"2934","sheets",4
"2935","shells",1
"2936","shelter",3
"2937","shelves",1
"2938","Sheriff",3
"2939","shield",3
"2940","shingle",1
"2941","shiver",2
"2942","shoelace",2
"2943","shooting",1
"2944","shopper",1
"2945","shopping",9
"2946","shortage",1
"2947","shortcake",1
"2948","shorten",1
"2949","shorts",4
"2950","should",1
"2951","shoulder",3
"2952","shoulders",1
"2953","shovel",8
"2954","shower",11
"2955","shrimp",6
"2956","shrine",1
"2957","shrink",3
"2958","shrivel",1
"2959","shrunk",1
"2960","shuffle",1
"2961","shuttle",4
"2962","sibling",1
"2963","sickening",1
"2964","sickness",6
"2965","sidewalk",6
"2966","siding",1
"2967","signal",5
"2968","signature",2
"2969","significant",1
"2970","silence",4
"2971","silent",5
"2972","silver",12
"2973","similar",9
"2974","simple",6
"2975","sincere",2
"2976","sincerity",2
"2977","singer",8
"2978","singing",1
"2979","single",11
"2980","sinker",1
"2981","sinner",1
"2982","sister",12
"2983","sitting",1
"2984","situation",4
"2985","sixties",1
"2986","skeleton",2
"2987","skeptic",2
"2988","sketch",4
"2989","skillet",1
"2990","skillful",1
"2991","skinny",9
"2992","slacks",2
"2993","slander",1
"2994","slavery",1
"2995","slayer",1
"2996","sleazy",1
"2997","sleeping",1
"2998","sleepy",2
"2999","sleeve",2
"3000","sleigh",1
"3001","sleuth",1
"3002","slippers",2
"3003","slippery",5
"3004","slither",1
"3005","slobber",1
"3006","slogan",1
"3007","sloppy",5
"3008","slushy",1
"3009","smarter",1
"3010","smelly",1
"3011","Smokey",1
"3012","smoking",2
"3013","smooch",1
"3014","smooth",24
"3015","smother",1
"3016","smudge",1
"3017","snagged",1
"3018","snatch",1
"3019","sneaker",2
"3020","sneakers",1
"3021","sneaky",4
"3022","sneeze",8
"3023","Snickers",1
"3024","snifter",1
"3025","snitch",1
"3026","Snoopy",1
"3027","snooty",1
"3028","snooze",1
"3029","snorkel",2
"3030","snotty",3
"3031","snuggle",2
"3032","soaring",1
"3033","soccer",6
"3034","sociable",1
"3035","social",3
"3036","socialism",1
"3037","socialist",1
"3038","society",2
"3039","sociology",1
"3040","socket",5
"3041","Socrates",1
"3042","softener",1
"3043","software",1
"3044","soldier",13
"3045","soldiers",1
"3046","solution",5
"3047","solved",1
"3048","solvent",1
"3049","someone",1
"3050","something",5
"3051","sometime",1
"3052","sometimes",3
"3053","soothe",2
"3054","sophisticated",1
"3055","Soprano",1
"3056","sorority",4
"3057","sorrow",12
"3058","sorrowful",1
"3059","Southern",1
"3060","Soviet",1
"3061","spades",1
"3062","spaghetti",8
"3063","Spanish",7
"3064","sparkle",2
"3065","sparse",1
"3066","spastic",1
"3067","spatula",1
"3068","speaker",6
"3069","speaking",1
"3070","special",10
"3071","specific",2
"3072","spectrum",1
"3073","speech",8
"3074","spelling",1
"3075","Sphinx",1
"3076","spider",3
"3077","spigot",1
"3078","spinach",1
"3079","spiral",1
"3080","spirit",4
"3081","splice",1
"3082","splinter",2
"3083","spoiled",2
"3084","sponge",2
"3085","spontaneous",2
"3086","spoons",1
"3087","sports",14
"3088","spotless",1
"3089","spotlight",1
"3090","spouse",4
"3091","sprain",1
"3092","spread",2
"3093","spring",7
"3094","sprint",1
"3095","Spritz",1
"3096","square",17
"3097","squash",4
"3098","squeak",2
"3099","squeal",1
"3100","squeeze",3
"3101","squirm",2
"3102","squirrel",6
"3103","squirt",1
"3104","squish",3
"3105","stable",1
"3106","stadium",2
"3107","stagger",1
"3108","stains",1
"3109","staircase",1
"3110","stairs",7
"3111","stairway",1
"3112","stairwell",1
"3113","stalker",1
"3114","standard",2
"3115","standards",2
"3116","standing",1
"3117","staple",4
"3118","stapler",1
"3119","starboard",1
"3120","starch",1
"3121","starter",1
"3122","starve",3
"3123","starving",1
"3124","statement",5
"3125","States",2
"3126","station",6
"3127","statistic",1
"3128","statistics",1
"3129","statue",7
"3130","status",3
"3131","steady",2
"3132","steamed",1
"3133","steeple",1
"3134","stereo",9
"3135","stereotype",1
"3136","sterile",1
"3137","steroids",1
"3138","steward",1
"3139","stewardess",1
"3140","Stewart",1
"3141","sticker",6
"3142","sticky",15
"3143","stimulus",1
"3144","Stingray",2
"3145","stingy",2
"3146","stirred",1
"3147","Stitch",2
"3148","stocking",4
"3149","stockings",1
"3150","stocky",1
"3151","stolen",3
"3152","stomach",11
"3153","stones",1
"3154","stoplight",1
"3155","storage",7
"3156","straight",16
"3157","straighten",2
"3158","straightforward",1
"3159","strain",1
"3160","stranded",1
"3161","strange",15
"3162","stranger",1
"3163","strangle",1
"3164","strategy",1
"3165","strawberry",8
"3166","stream",6
"3167","street",25
"3168","streets",1
"3169","strength",13
"3170","stress",16
"3171","stressed",1
"3172","stretch",6
"3173","stricken",2
"3174","strict",3
"3175","strike",6
"3176","string",19
"3177","strings",1
"3178","stripe",6
"3179","stripes",1
"3180","strive",2
"3181","stroke",4
"3182","strokes",1
"3183","stroll",1
"3184","struck",1
"3185","structure",4
"3186","struggle",2
"3187","stubble",1
"3188","stubborn",3
"3189","student",10
"3190","studies",1
"3191","stuffer",1
"3192","stuffing",1
"3193","stunned",1
"3194","sturdy",1
"3195","subconscious",1
"3196","subject",4
"3197","subjective",1
"3198","submarine",4
"3199","submerge",1
"3200","submissive",1
"3201","substance",1
"3202","substitute",1
"3203","subtract",5
"3204","subtraction",1
"3205","suburb",1
"3206","subway",2
"3207","succeed",7
"3208","success",10
"3209","successful",1
"3210","sucked",1
"3211","sucker",1
"3212","sudden",2
"3213","suffer",1
"3214","suffocate",1
"3215","suggest",4
"3216","suggestion",4
"3217","suicide",2
"3218","suitcase",6
"3219","summary",4
"3220","summer",13
"3221","summit",1
"3222","Sunday",5
"3223","sunlight",1
"3224","sunrise",3
"3225","sunset",5
"3226","sunshine",6
"3227","superb",1
"3228","superego",1
"3229","superior",3
"3230","Superman",3
"3231","supermarket",2
"3232","superstition",1
"3233","supervisor",2
"3234","Superwoman",1
"3235","supper",2
"3236","supply",3
"3237","support",4
"3238","suppose",1
"3239","suppress",1
"3240","surfboard",1
"3241","surgeon",4
"3242","surgery",5
"3243","surprise",5
"3244","surrender",1
"3245","surround",1
"3246","surrounding",2
"3247","surroundings",1
"3248","survey",1
"3249","survival",1
"3250","survive",1
"3251","suspense",1
"3252","swallow",8
"3253","swatter",1
"3254","sweatband",1
"3255","sweater",6
"3256","sweetheart",1
"3257","swerve",1
"3258","swimmer",2
"3259","swimming",1
"3260","switch",4
"3261","Switzerland",1
"3262","swollen",1
"3263","symbol",1
"3264","sympathetic",2
"3265","sympathy",5
"3266","symphony",1
"3267","Synapse",1
"3268","synonym",1
"3269","synopsis",1
"3270","syringe",1
"3271","system",10
"3272","tablet",1
"3273","tackle",1
"3274","tactful",1
"3275","takeover",2
"3276","taking",1
"3277","talent",5
"3278","talented",1
"3279","talkative",1
"3280","talking",1
"3281","tangerine",1
"3282","tantrum",2
"3283","tapioca",1
"3284","target",2
"3285","tarnish",1
"3286","Tartar",1
"3287","Tarzan",1
"3288","tasteful",1
"3289","tattle",2
"3290","tavern",1
"3291","teachers",1
"3292","teapot",1
"3293","technician",2
"3294","technology",3
"3295","teenager",3
"3296","teenagers",1
"3297","teepee",1
"3298","telephone",13
"3299","telescope",2
"3300","teller",3
"3301","telling",1
"3302","temper",2
"3303","temperature",5
"3304","temple",4
"3305","temporary",1
"3306","Tennessee",1
"3307","tennis",13
"3308","tension",4
"3309","tentacles",2
"3310","tequila",1
"3311","terminate",1
"3312","terrace",1
"3313","terrible",6
"3314","terrific",4
"3315","territory",2
"3316","terror",2
"3317","terrorist",1
"3318","testament",1
"3319","testify",1
"3320","testimony",1
"3321","testosterone",1
"3322","Thanks",4
"3323","Thanksgiving",3
"3324","theater",7
"3325","theory",8
"3326","therapist",1
"3327","therapy",5
"3328","therefore",1
"3329","thermometer",2
"3330","thesaurus",1
"3331","thesis",2
"3332","things",3
"3333","thinker",1
"3334","thinking",3
"3335","thirst",6
"3336","thirsty",4
"3337","Thirteen",3
"3338","thought",23
"3339","thoughtful",2
"3340","thoughts",2
"3341","thousand",1
"3342","thread",10
"3343","threat",2
"3344","threshold",1
"3345","thrice",1
"3346","thrift",1
"3347","thrifty",1
"3348","thrill",1
"3349","thrilled",1
"3350","thriller",1
"3351","thrilling",1
"3352","throat",7
"3353","thrower",1
"3354","thunder",3
"3355","Thursday",2
"3356","ticket",9
"3357","tickle",3
"3358","tighten",2
"3359","tights",1
"3360","tiling",1
"3361","timber",1
"3362","tiresome",1
"3363","tissue",6
"3364","Titanic",1
"3365","toadstool",1
"3366","toaster",1
"3367","toasty",1
"3368","tobacco",3
"3369","toenail",2
"3370","toilet",5
"3371","tolerate",1
"3372","tomato",10
"3373","tomatoes",1
"3374","Tombstone",2
"3375","tomorrow",4
"3376","tongue",8
"3377","tonight",1
"3378","tonsil",1
"3379","toothbrush",1
"3380","toothpaste",4
"3381","tornado",6
"3382","tortoise",2
"3383","Touchdown",1
"3384","touchy",1
"3385","tourist",1
"3386","toward",1
"3387","towels",1
"3388","towering",1
"3389","towers",1
"3390","tractor",4
"3391","tradition",3
"3392","traffic",6
"3393","tragedy",4
"3394","trailer",2
"3395","traitor",1
"3396","Trance",1
"3397","tranquil",3
"3398","transparent",1
"3399","transplant",2
"3400","transportation",5
"3401","trapeze",1
"3402","trauma",1
"3403","travel",18
"3404","traveler",2
"3405","treason",1
"3406","treasure",2
"3407","treatment",2
"3408","treble",1
"3409","tremble",1
"3410","tremor",1
"3411","trespass",1
"3412","triangle",5
"3413","Tribune",1
"3414","tricky",1
"3415","tricycle",1
"3416","trillion",1
"3417","triple",1
"3418","trivial",1
"3419","Trojan",1
"3420","trophy",3
"3421","tropical",3
"3422","trouble",19
"3423","trousers",1
"3424","trumpet",9
"3425","trustworthy",3
"3426","truthful",3
"3427","truthfulness",1
"3428","trying",1
"3429","Tuesday",3
"3430","tuition",1
"3431","tumble",2
"3432","tunnel",5
"3433","turkey",7
"3434","turning",1
"3435","turnip",1
"3436","Turtle",3
"3437","tuxedo",3
"3438","tweezers",3
"3439","Twelve",3
"3440","twentieth",1
"3441","Twenty",1
"3442","twilight",1
"3443","twinkle",1
"3444","twisted",1
"3445","Twister",1
"3446","typewriter",5
"3447","typical",1
"3448","typing",1
"3449","typist",2
"3450","Tyrannosaurus",1
"3451","tyrant",1
"3452","umbrella",1
"3453","umpire",1
"3454","unable",2
"3455","unattractive",1
"3456","unaware",1
"3457","unbalanced",1
"3458","unbelievable",4
"3459","unbreakable",1
"3460","uncaring",1
"3461","uncertain",6
"3462","unclear",6
"3463","unclog",1
"3464","uncomfortable",5
"3465","uncommon",3
"3466","unconscious",7
"3467","uncooked",1
"3468","uncovered",1
"3469","undecided",2
"3470","undeclared",1
"3471","undercover",1
"3472","undergarment",1
"3473","underground",1
"3474","underline",1
"3475","understand",22
"3476","underwater",1
"3477","underwear",3
"3478","undressing",1
"3479","uneasy",4
"3480","uneducated",1
"3481","unemployment",2
"3482","unequal",2
"3483","unfair",4
"3484","unfaithful",1
"3485","unfinished",1
"3486","unfold",1
"3487","unfreeze",1
"3488","unfriendly",1
"3489","unhappy",8
"3490","unhealthy",2
"3491","unheard",1
"3492","unicorn",1
"3493","uniform",1
"3494","unimportant",1
"3495","unintentional",1
"3496","uninteresting",1
"3497","unique",8
"3498","United",1
"3499","universe",4
"3500","University",4
"3501","unjust",2
"3502","unknown",10
"3503","unlawful",2
"3504","unleaded",1
"3505","unlike",1
"3506","unlikely",1
"3507","unload",1
"3508","unlock",2
"3509","unmarried",1
"3510","unnatural",1
"3511","unnecessary",1
"3512","unnoticed",1
"3513","unorganized",1
"3514","unpack",1
"3515","unpleasant",1
"3516","unpopular",1
"3517","unprofessional",1
"3518","unravel",1
"3519","unreal",3
"3520","unreliable",1
"3521","unseen",1
"3522","unsolved",1
"3523","unstable",1
"3524","unsure",11
"3525","untamed",1
"3526","untied",1
"3527","untouched",1
"3528","untrue",3
"3529","untruthful",1
"3530","unused",2
"3531","unusual",6
"3532","unwanted",2
"3533","unwilling",1
"3534","unwind",1
"3535","unwrap",1
"3536","update",1
"3537","upgrade",1
"3538","upright",1
"3539","upstairs",3
"3540","upstream",1
"3541","uptight",1
"3542","uptown",1
"3543","Uranus",2
"3544","urgent",2
"3545","useful",1
"3546","useless",2
"3547","usually",1
"3548","utensil",2
"3549","utilize",1
"3550","vacancy",1
"3551","vacation",23
"3552","vacuum",2
"3553","Valentine",1
"3554","Valley",5
"3555","valuable",2
"3556","valuables",1
"3557","values",3
"3558","vampire",7
"3559","vanilla",5
"3560","vanish",2
"3561","vanity",1
"3562","variety",1
"3563","Vaseline",1
"3564","vegetable",14
"3565","vegetables",18
"3566","vehicle",2
"3567","Venetian",1
"3568","vengeance",1
"3569","vertebra",1
"3570","vertebrae",1
"3571","victim",4
"3572","Victor",1
"3573","Victoria",1
"3574","victory",3
"3575","Vietnam",1
"3576","Viking",1
"3577","village",1
"3578","villain",2
"3579","violation",1
"3580","violence",3
"3581","violent",7
"3582","Violet",2
"3583","violin",8
"3584","virgin",6
"3585","virtue",2
"3586","visible",1
"3587","vision",10
"3588","visitor",2
"3589","vitamin",4
"3590","vocabulary",3
"3591","volcano",6
"3592","volleyball",2
"3593","voltage",1
"3594","volunteer",1
"3595","voodoo",1
"3596","voyage",1
"3597","vulnerable",1
"3598","waddle",1
"3599","waffle",1
"3600","waffles",1
"3601","waggle",1
"3602","waiter",5
"3603","waiting",1
"3604","waitress",5
"3605","Walker",2
"3606","walking",1
"3607","walkway",2
"3608","wallet",3
"3609","walnut",1
"3610","walrus",1
"3611","wander",3
"3612","wanderer",1
"3613","wanted",2
"3614","wardrobe",1
"3615","warehouse",2
"3616","warlock",1
"3617","warmer",3
"3618","warmth",1
"3619","warning",5
"3620","warrior",2
"3621","washcloth",1
"3622","washer",4
"3623","Washington",2
"3624","wasted",2
"3625","watched",1
"3626","wavelength",2
"3627","weakness",1
"3628","wealth",10
"3629","weapon",4
"3630","weapons",1
"3631","weather",10
"3632","wedding",17
"3633","Wednesday",2
"3634","weekday",3
"3635","weekend",3
"3636","weekly",2
"3637","weight",24
"3638","weights",5
"3639","welcome",3
"3640","welfare",2
"3641","whatever",1
"3642","wheelchair",2
"3643","whiskers",1
"3644","whiskey",6
"3645","whisper",3
"3646","whistle",4
"3647","wholesome",1
"3648","wicked",2
"3649","Wicker",1
"3650","widower",1
"3651","wiggle",1
"3652","Wiggly",1
"3653","wilderness",4
"3654","willing",3
"3655","window",17
"3656","windshield",1
"3657","winner",12
"3658","winning",1
"3659","winter",11
"3660","wipers",1
"3661","wisdom",2
"3662","witchcraft",1
"3663","withdraw",2
"3664","within",3
"3665","without",2
"3666","witness",2
"3667","wobble",1
"3668","wonder",7
"3669","wonderful",8
"3670","woodwind",1
"3671","worker",16
"3672","workers",1
"3673","workout",4
"3674","worship",4
"3675","worthless",1
"3676","worthwhile",1
"3677","worthy",1
"3678","wounded",1
"3679","wrangler",1
"3680","wrench",7
"3681","wrestling",1
"3682","wrinkle",4
"3683","wristband",1
"3684","writer",7
"3685","writing",10
"3686","Yankee",1
"3687","yearly",2
"3688","yellow",25
"3689","Yellowstone",1
"3690","yesterday",3
"3691","yogurt",5
"3692","yourself",2
"3693","yuppie",1
"3694","zipper",1
"3695","zucchini",1
